microorganism;antibiotic
Pseudomonas tianjinensis;Cefroxadine
Pseudomonas tianjinensis;Ceftezole
Pseudomonas tianjinensis;Cefuroxime
Pseudomonas tianjinensis;Cefuroxime axetil
Pseudomonas tianjinensis;Cephradine
Pseudomonas tianjinensis;Clarithromycin
Pseudomonas tianjinensis;Clindamycin
Pseudomonas tianjinensis;Cycloserine
Pseudomonas tianjinensis;Dalbavancin
Pseudomonas tianjinensis;Dirithromycin
Pseudomonas tianjinensis;Erythromycin
Pseudomonas tianjinensis;Flurithromycin
Pseudomonas tianjinensis;Fusidic acid
Pseudomonas tianjinensis;Gamithromycin
Pseudomonas tianjinensis;Josamycin
Pseudomonas tianjinensis;Kitasamycin
Pseudomonas tianjinensis;Lincomycin
Pseudomonas tianjinensis;Linezolid
Pseudomonas tianjinensis;Loracarbef
Pseudomonas tianjinensis;Meleumycin
Pseudomonas tianjinensis;Midecamycin
Pseudomonas tianjinensis;Miocamycin
Pseudomonas tianjinensis;Nafithromycin
Pseudomonas tianjinensis;Norvancomycin
Pseudomonas tianjinensis;Oleandomycin
Pseudomonas tianjinensis;Oritavancin
Pseudomonas tianjinensis;Pirlimycin
Pseudomonas tianjinensis;Pristinamycin
Pseudomonas tianjinensis;Quinupristin/dalfopristin
Pseudomonas tianjinensis;Ramoplanin
Pseudomonas tianjinensis;Rifampicin
Pseudomonas tianjinensis;Rokitamycin
Pseudomonas tianjinensis;Roxithromycin
Pseudomonas tianjinensis;Solithromycin
Pseudomonas tianjinensis;Spiramycin
Pseudomonas tianjinensis;Tedizolid
Pseudomonas tianjinensis;Teicoplanin
Pseudomonas tianjinensis;Telavancin
Pseudomonas tianjinensis;Telithromycin
Pseudomonas tianjinensis;Thiacetazone
Pseudomonas tianjinensis;Tildipirosin
Pseudomonas tianjinensis;Tilmicosin
Pseudomonas tianjinensis;Troleandomycin
Pseudomonas tianjinensis;Tulathromycin
Pseudomonas tianjinensis;Tylosin
Pseudomonas tianjinensis;Tylvalosin
Pseudomonas tianjinensis;Vancomycin
Pseudomonas tohonis;Acetylmidecamycin
Pseudomonas tohonis;Acetylspiramycin
Pseudomonas tohonis;Avoparcin
Pseudomonas tohonis;Azithromycin
Pseudomonas tohonis;Benzylpenicillin
Pseudomonas tohonis;Bleomycin
Pseudomonas tohonis;Cadazolid
Pseudomonas tohonis;Cefacetrile
Pseudomonas tohonis;Cefaclor
Pseudomonas tohonis;Cefadroxil
Pseudomonas tohonis;Cefalexin
Pseudomonas tohonis;Cefaloridine
Pseudomonas tohonis;Cefalotin
Pseudomonas tohonis;Cefamandole
Pseudomonas tohonis;Cefapirin
Pseudomonas tohonis;Cefatrizine
Pseudomonas tohonis;Cefazedone
Pseudomonas tohonis;Cefazolin
Pseudomonas tohonis;Cefmetazole
Pseudomonas tohonis;Cefonicid
Pseudomonas tohonis;Ceforanide
Pseudomonas tohonis;Cefotetan
Pseudomonas tohonis;Cefotiam
Pseudomonas tohonis;Cefoxitin
Pseudomonas tohonis;Cefprozil
Pseudomonas tohonis;Cefroxadine
Pseudomonas tohonis;Ceftezole
Pseudomonas tohonis;Cefuroxime
Pseudomonas tohonis;Cefuroxime axetil
Pseudomonas tohonis;Cephradine
Pseudomonas tohonis;Clarithromycin
Pseudomonas tohonis;Clindamycin
Pseudomonas tohonis;Cycloserine
Pseudomonas tohonis;Dalbavancin
Pseudomonas tohonis;Dirithromycin
Pseudomonas tohonis;Erythromycin
Pseudomonas tohonis;Flurithromycin
Pseudomonas tohonis;Fusidic acid
Pseudomonas tohonis;Gamithromycin
Pseudomonas tohonis;Josamycin
Pseudomonas tohonis;Kitasamycin
Pseudomonas tohonis;Lincomycin
Pseudomonas tohonis;Linezolid
Pseudomonas tohonis;Loracarbef
Pseudomonas tohonis;Meleumycin
Pseudomonas tohonis;Midecamycin
Pseudomonas tohonis;Miocamycin
Pseudomonas tohonis;Nafithromycin
Pseudomonas tohonis;Norvancomycin
Pseudomonas tohonis;Oleandomycin
Pseudomonas tohonis;Oritavancin
Pseudomonas tohonis;Pirlimycin
Pseudomonas tohonis;Pristinamycin
Pseudomonas tohonis;Quinupristin/dalfopristin
Pseudomonas tohonis;Ramoplanin
Pseudomonas tohonis;Rifampicin
Pseudomonas tohonis;Rokitamycin
Pseudomonas tohonis;Roxithromycin
Pseudomonas tohonis;Solithromycin
Pseudomonas tohonis;Spiramycin
Pseudomonas tohonis;Tedizolid
Pseudomonas tohonis;Teicoplanin
Pseudomonas tohonis;Telavancin
Pseudomonas tohonis;Telithromycin
Pseudomonas tohonis;Thiacetazone
Pseudomonas tohonis;Tildipirosin
Pseudomonas tohonis;Tilmicosin
Pseudomonas tohonis;Troleandomycin
Pseudomonas tohonis;Tulathromycin
Pseudomonas tohonis;Tylosin
Pseudomonas tohonis;Tylvalosin
Pseudomonas tohonis;Vancomycin
Pseudomonas tolaasii;Acetylmidecamycin
Pseudomonas tolaasii;Acetylspiramycin
Pseudomonas tolaasii;Avoparcin
Pseudomonas tolaasii;Azithromycin
Pseudomonas tolaasii;Benzylpenicillin
Pseudomonas tolaasii;Bleomycin
Pseudomonas tolaasii;Cadazolid
Pseudomonas tolaasii;Cefacetrile
Pseudomonas tolaasii;Cefaclor
Pseudomonas tolaasii;Cefadroxil
Pseudomonas tolaasii;Cefalexin
Pseudomonas tolaasii;Cefaloridine
Pseudomonas tolaasii;Cefalotin
Pseudomonas tolaasii;Cefamandole
Pseudomonas tolaasii;Cefapirin
Pseudomonas tolaasii;Cefatrizine
Pseudomonas tolaasii;Cefazedone
Pseudomonas tolaasii;Cefazolin
Pseudomonas tolaasii;Cefmetazole
Pseudomonas tolaasii;Cefonicid
Pseudomonas tolaasii;Ceforanide
Pseudomonas tolaasii;Cefotetan
Pseudomonas tolaasii;Cefotiam
Pseudomonas tolaasii;Cefoxitin
Pseudomonas tolaasii;Cefprozil
Pseudomonas tolaasii;Cefroxadine
Pseudomonas tolaasii;Ceftezole
Pseudomonas tolaasii;Cefuroxime
Pseudomonas tolaasii;Cefuroxime axetil
Pseudomonas tolaasii;Cephradine
Pseudomonas tolaasii;Clarithromycin
Pseudomonas tolaasii;Clindamycin
Pseudomonas tolaasii;Cycloserine
Pseudomonas tolaasii;Dalbavancin
Pseudomonas tolaasii;Dirithromycin
Pseudomonas tolaasii;Erythromycin
Pseudomonas tolaasii;Flurithromycin
Pseudomonas tolaasii;Fusidic acid
Pseudomonas tolaasii;Gamithromycin
Pseudomonas tolaasii;Josamycin
Pseudomonas tolaasii;Kitasamycin
Pseudomonas tolaasii;Lincomycin
Pseudomonas tolaasii;Linezolid
Pseudomonas tolaasii;Loracarbef
Pseudomonas tolaasii;Meleumycin
Pseudomonas tolaasii;Midecamycin
Pseudomonas tolaasii;Miocamycin
Pseudomonas tolaasii;Nafithromycin
Pseudomonas tolaasii;Norvancomycin
Pseudomonas tolaasii;Oleandomycin
Pseudomonas tolaasii;Oritavancin
Pseudomonas tolaasii;Pirlimycin
Pseudomonas tolaasii;Pristinamycin
Pseudomonas tolaasii;Quinupristin/dalfopristin
Pseudomonas tolaasii;Ramoplanin
Pseudomonas tolaasii;Rifampicin
Pseudomonas tolaasii;Rokitamycin
Pseudomonas tolaasii;Roxithromycin
Pseudomonas tolaasii;Solithromycin
Pseudomonas tolaasii;Spiramycin
Pseudomonas tolaasii;Tedizolid
Pseudomonas tolaasii;Teicoplanin
Pseudomonas tolaasii;Telavancin
Pseudomonas tolaasii;Telithromycin
Pseudomonas tolaasii;Thiacetazone
Pseudomonas tolaasii;Tildipirosin
Pseudomonas tolaasii;Tilmicosin
Pseudomonas tolaasii;Troleandomycin
Pseudomonas tolaasii;Tulathromycin
Pseudomonas tolaasii;Tylosin
Pseudomonas tolaasii;Tylvalosin
Pseudomonas tolaasii;Vancomycin
Pseudomonas toyotomiensis;Acetylmidecamycin
Pseudomonas toyotomiensis;Acetylspiramycin
Pseudomonas toyotomiensis;Avoparcin
Pseudomonas toyotomiensis;Azithromycin
Pseudomonas toyotomiensis;Benzylpenicillin
Pseudomonas toyotomiensis;Bleomycin
Pseudomonas toyotomiensis;Cadazolid
Pseudomonas toyotomiensis;Cefacetrile
Pseudomonas toyotomiensis;Cefaclor
Pseudomonas toyotomiensis;Cefadroxil
Pseudomonas toyotomiensis;Cefalexin
Pseudomonas toyotomiensis;Cefaloridine
Pseudomonas toyotomiensis;Cefalotin
Pseudomonas toyotomiensis;Cefamandole
Pseudomonas toyotomiensis;Cefapirin
Pseudomonas toyotomiensis;Cefatrizine
Pseudomonas toyotomiensis;Cefazedone
Pseudomonas toyotomiensis;Cefazolin
Pseudomonas toyotomiensis;Cefmetazole
Pseudomonas toyotomiensis;Cefonicid
Pseudomonas toyotomiensis;Ceforanide
Pseudomonas toyotomiensis;Cefotetan
Pseudomonas toyotomiensis;Cefotiam
Pseudomonas toyotomiensis;Cefoxitin
Pseudomonas toyotomiensis;Cefprozil
Pseudomonas toyotomiensis;Cefroxadine
Pseudomonas toyotomiensis;Ceftezole
Pseudomonas toyotomiensis;Cefuroxime
Pseudomonas toyotomiensis;Cefuroxime axetil
Pseudomonas toyotomiensis;Cephradine
Pseudomonas toyotomiensis;Clarithromycin
Pseudomonas toyotomiensis;Clindamycin
Pseudomonas toyotomiensis;Cycloserine
Pseudomonas toyotomiensis;Dalbavancin
Pseudomonas toyotomiensis;Dirithromycin
Pseudomonas toyotomiensis;Erythromycin
Pseudomonas toyotomiensis;Flurithromycin
Pseudomonas toyotomiensis;Fusidic acid
Pseudomonas toyotomiensis;Gamithromycin
Pseudomonas toyotomiensis;Josamycin
Pseudomonas toyotomiensis;Kitasamycin
Pseudomonas toyotomiensis;Lincomycin
Pseudomonas toyotomiensis;Linezolid
Pseudomonas toyotomiensis;Loracarbef
Pseudomonas toyotomiensis;Meleumycin
Pseudomonas toyotomiensis;Midecamycin
Pseudomonas toyotomiensis;Miocamycin
Pseudomonas toyotomiensis;Nafithromycin
Pseudomonas toyotomiensis;Norvancomycin
Pseudomonas toyotomiensis;Oleandomycin
Pseudomonas toyotomiensis;Oritavancin
Pseudomonas toyotomiensis;Pirlimycin
Pseudomonas toyotomiensis;Pristinamycin
Pseudomonas toyotomiensis;Quinupristin/dalfopristin
Pseudomonas toyotomiensis;Ramoplanin
Pseudomonas toyotomiensis;Rifampicin
Pseudomonas toyotomiensis;Rokitamycin
Pseudomonas toyotomiensis;Roxithromycin
Pseudomonas toyotomiensis;Solithromycin
Pseudomonas toyotomiensis;Spiramycin
Pseudomonas toyotomiensis;Tedizolid
Pseudomonas toyotomiensis;Teicoplanin
Pseudomonas toyotomiensis;Telavancin
Pseudomonas toyotomiensis;Telithromycin
Pseudomonas toyotomiensis;Thiacetazone
Pseudomonas toyotomiensis;Tildipirosin
Pseudomonas toyotomiensis;Tilmicosin
Pseudomonas toyotomiensis;Troleandomycin
Pseudomonas toyotomiensis;Tulathromycin
Pseudomonas toyotomiensis;Tylosin
Pseudomonas toyotomiensis;Tylvalosin
Pseudomonas toyotomiensis;Vancomycin
Pseudomonas tremae;Acetylmidecamycin
Pseudomonas tremae;Acetylspiramycin
Pseudomonas tremae;Avoparcin
Pseudomonas tremae;Azithromycin
Pseudomonas tremae;Benzylpenicillin
Pseudomonas tremae;Bleomycin
Pseudomonas tremae;Cadazolid
Pseudomonas tremae;Cefacetrile
Pseudomonas tremae;Cefaclor
Pseudomonas tremae;Cefadroxil
Pseudomonas tremae;Cefalexin
Pseudomonas tremae;Cefaloridine
Pseudomonas tremae;Cefalotin
Pseudomonas tremae;Cefamandole
Pseudomonas tremae;Cefapirin
Pseudomonas tremae;Cefatrizine
Pseudomonas tremae;Cefazedone
Pseudomonas tremae;Cefazolin
Pseudomonas tremae;Cefmetazole
Pseudomonas tremae;Cefonicid
Pseudomonas tremae;Ceforanide
Pseudomonas tremae;Cefotetan
Pseudomonas tremae;Cefotiam
Pseudomonas tremae;Cefoxitin
Pseudomonas tremae;Cefprozil
Pseudomonas tremae;Cefroxadine
Pseudomonas tremae;Ceftezole
Pseudomonas tremae;Cefuroxime
Pseudomonas tremae;Cefuroxime axetil
Pseudomonas tremae;Cephradine
Pseudomonas tremae;Clarithromycin
Pseudomonas tremae;Clindamycin
Pseudomonas tremae;Cycloserine
Pseudomonas tremae;Dalbavancin
Pseudomonas tremae;Dirithromycin
Pseudomonas tremae;Erythromycin
Pseudomonas tremae;Flurithromycin
Pseudomonas tremae;Fusidic acid
Pseudomonas tremae;Gamithromycin
Pseudomonas tremae;Josamycin
Pseudomonas tremae;Kitasamycin
Pseudomonas tremae;Lincomycin
Pseudomonas tremae;Linezolid
Pseudomonas tremae;Loracarbef
Pseudomonas tremae;Meleumycin
Pseudomonas tremae;Midecamycin
Pseudomonas tremae;Miocamycin
Pseudomonas tremae;Nafithromycin
Pseudomonas tremae;Norvancomycin
Pseudomonas tremae;Oleandomycin
Pseudomonas tremae;Oritavancin
Pseudomonas tremae;Pirlimycin
Pseudomonas tremae;Pristinamycin
Pseudomonas tremae;Quinupristin/dalfopristin
Pseudomonas tremae;Ramoplanin
Pseudomonas tremae;Rifampicin
Pseudomonas tremae;Rokitamycin
Pseudomonas tremae;Roxithromycin
Pseudomonas tremae;Solithromycin
Pseudomonas tremae;Spiramycin
Pseudomonas tremae;Tedizolid
Pseudomonas tremae;Teicoplanin
Pseudomonas tremae;Telavancin
Pseudomonas tremae;Telithromycin
Pseudomonas tremae;Thiacetazone
Pseudomonas tremae;Tildipirosin
Pseudomonas tremae;Tilmicosin
Pseudomonas tremae;Troleandomycin
Pseudomonas tremae;Tulathromycin
Pseudomonas tremae;Tylosin
Pseudomonas tremae;Tylvalosin
Pseudomonas tremae;Vancomycin
Pseudomonas triclosanedens;Acetylmidecamycin
Pseudomonas triclosanedens;Acetylspiramycin
Pseudomonas triclosanedens;Avoparcin
Pseudomonas triclosanedens;Azithromycin
Pseudomonas triclosanedens;Benzylpenicillin
Pseudomonas triclosanedens;Bleomycin
Pseudomonas triclosanedens;Cadazolid
Pseudomonas triclosanedens;Cefacetrile
Pseudomonas triclosanedens;Cefaclor
Pseudomonas triclosanedens;Cefadroxil
Pseudomonas triclosanedens;Cefalexin
Pseudomonas triclosanedens;Cefaloridine
Pseudomonas triclosanedens;Cefalotin
Pseudomonas triclosanedens;Cefamandole
Pseudomonas triclosanedens;Cefapirin
Pseudomonas triclosanedens;Cefatrizine
Pseudomonas triclosanedens;Cefazedone
Pseudomonas triclosanedens;Cefazolin
Pseudomonas triclosanedens;Cefmetazole
Pseudomonas triclosanedens;Cefonicid
Pseudomonas triclosanedens;Ceforanide
Pseudomonas triclosanedens;Cefotetan
Pseudomonas triclosanedens;Cefotiam
Pseudomonas triclosanedens;Cefoxitin
Pseudomonas triclosanedens;Cefprozil
Pseudomonas triclosanedens;Cefroxadine
Pseudomonas triclosanedens;Ceftezole
Pseudomonas triclosanedens;Cefuroxime
Pseudomonas triclosanedens;Cefuroxime axetil
Pseudomonas triclosanedens;Cephradine
Pseudomonas triclosanedens;Clarithromycin
Pseudomonas triclosanedens;Clindamycin
Pseudomonas triclosanedens;Cycloserine
Pseudomonas triclosanedens;Dalbavancin
Pseudomonas triclosanedens;Dirithromycin
Pseudomonas triclosanedens;Erythromycin
Pseudomonas triclosanedens;Flurithromycin
Pseudomonas triclosanedens;Fusidic acid
Pseudomonas triclosanedens;Gamithromycin
Pseudomonas triclosanedens;Josamycin
Pseudomonas triclosanedens;Kitasamycin
Pseudomonas triclosanedens;Lincomycin
Pseudomonas triclosanedens;Linezolid
Pseudomonas triclosanedens;Loracarbef
Pseudomonas triclosanedens;Meleumycin
Pseudomonas triclosanedens;Midecamycin
Pseudomonas triclosanedens;Miocamycin
Pseudomonas triclosanedens;Nafithromycin
Pseudomonas triclosanedens;Norvancomycin
Pseudomonas triclosanedens;Oleandomycin
Pseudomonas triclosanedens;Oritavancin
Pseudomonas triclosanedens;Pirlimycin
Pseudomonas triclosanedens;Pristinamycin
Pseudomonas triclosanedens;Quinupristin/dalfopristin
Pseudomonas triclosanedens;Ramoplanin
Pseudomonas triclosanedens;Rifampicin
Pseudomonas triclosanedens;Rokitamycin
Pseudomonas triclosanedens;Roxithromycin
Pseudomonas triclosanedens;Solithromycin
Pseudomonas triclosanedens;Spiramycin
Pseudomonas triclosanedens;Tedizolid
Pseudomonas triclosanedens;Teicoplanin
Pseudomonas triclosanedens;Telavancin
Pseudomonas triclosanedens;Telithromycin
Pseudomonas triclosanedens;Thiacetazone
Pseudomonas triclosanedens;Tildipirosin
Pseudomonas triclosanedens;Tilmicosin
Pseudomonas triclosanedens;Troleandomycin
Pseudomonas triclosanedens;Tulathromycin
Pseudomonas triclosanedens;Tylosin
Pseudomonas triclosanedens;Tylvalosin
Pseudomonas triclosanedens;Vancomycin
Pseudomonas tritici;Acetylmidecamycin
Pseudomonas tritici;Acetylspiramycin
Pseudomonas tritici;Avoparcin
Pseudomonas tritici;Azithromycin
Pseudomonas tritici;Benzylpenicillin
Pseudomonas tritici;Bleomycin
Pseudomonas tritici;Cadazolid
Pseudomonas tritici;Cefacetrile
Pseudomonas tritici;Cefaclor
Pseudomonas tritici;Cefadroxil
Pseudomonas tritici;Cefalexin
Pseudomonas tritici;Cefaloridine
Pseudomonas tritici;Cefalotin
Pseudomonas tritici;Cefamandole
Pseudomonas tritici;Cefapirin
Pseudomonas tritici;Cefatrizine
Pseudomonas tritici;Cefazedone
Pseudomonas tritici;Cefazolin
Pseudomonas tritici;Cefmetazole
Pseudomonas tritici;Cefonicid
Pseudomonas tritici;Ceforanide
Pseudomonas tritici;Cefotetan
Pseudomonas tritici;Cefotiam
Pseudomonas tritici;Cefoxitin
Pseudomonas tritici;Cefprozil
Pseudomonas tritici;Cefroxadine
Pseudomonas tritici;Ceftezole
Pseudomonas tritici;Cefuroxime
Pseudomonas tritici;Cefuroxime axetil
Pseudomonas tritici;Cephradine
Pseudomonas tritici;Clarithromycin
Pseudomonas tritici;Clindamycin
Pseudomonas tritici;Cycloserine
Pseudomonas tritici;Dalbavancin
Pseudomonas tritici;Dirithromycin
Pseudomonas tritici;Erythromycin
Pseudomonas tritici;Flurithromycin
Pseudomonas tritici;Fusidic acid
Pseudomonas tritici;Gamithromycin
Pseudomonas tritici;Josamycin
Pseudomonas tritici;Kitasamycin
Pseudomonas tritici;Lincomycin
Pseudomonas tritici;Linezolid
Pseudomonas tritici;Loracarbef
Pseudomonas tritici;Meleumycin
Pseudomonas tritici;Midecamycin
Pseudomonas tritici;Miocamycin
Pseudomonas tritici;Nafithromycin
Pseudomonas tritici;Norvancomycin
Pseudomonas tritici;Oleandomycin
Pseudomonas tritici;Oritavancin
Pseudomonas tritici;Pirlimycin
Pseudomonas tritici;Pristinamycin
Pseudomonas tritici;Quinupristin/dalfopristin
Pseudomonas tritici;Ramoplanin
Pseudomonas tritici;Rifampicin
Pseudomonas tritici;Rokitamycin
Pseudomonas tritici;Roxithromycin
Pseudomonas tritici;Solithromycin
Pseudomonas tritici;Spiramycin
Pseudomonas tritici;Tedizolid
Pseudomonas tritici;Teicoplanin
Pseudomonas tritici;Telavancin
Pseudomonas tritici;Telithromycin
Pseudomonas tritici;Thiacetazone
Pseudomonas tritici;Tildipirosin
Pseudomonas tritici;Tilmicosin
Pseudomonas tritici;Troleandomycin
Pseudomonas tritici;Tulathromycin
Pseudomonas tritici;Tylosin
Pseudomonas tritici;Tylvalosin
Pseudomonas tritici;Vancomycin
Pseudomonas triticicola;Acetylmidecamycin
Pseudomonas triticicola;Acetylspiramycin
Pseudomonas triticicola;Avoparcin
Pseudomonas triticicola;Azithromycin
Pseudomonas triticicola;Benzylpenicillin
Pseudomonas triticicola;Bleomycin
Pseudomonas triticicola;Cadazolid
Pseudomonas triticicola;Cefacetrile
Pseudomonas triticicola;Cefaclor
Pseudomonas triticicola;Cefadroxil
Pseudomonas triticicola;Cefalexin
Pseudomonas triticicola;Cefaloridine
Pseudomonas triticicola;Cefalotin
Pseudomonas triticicola;Cefamandole
Pseudomonas triticicola;Cefapirin
Pseudomonas triticicola;Cefatrizine
Pseudomonas triticicola;Cefazedone
Pseudomonas triticicola;Cefazolin
Pseudomonas triticicola;Cefmetazole
Pseudomonas triticicola;Cefonicid
Pseudomonas triticicola;Ceforanide
Pseudomonas triticicola;Cefotetan
Pseudomonas triticicola;Cefotiam
Pseudomonas triticicola;Cefoxitin
Pseudomonas triticicola;Cefprozil
Pseudomonas triticicola;Cefroxadine
Pseudomonas triticicola;Ceftezole
Pseudomonas triticicola;Cefuroxime
Pseudomonas triticicola;Cefuroxime axetil
Pseudomonas triticicola;Cephradine
Pseudomonas triticicola;Clarithromycin
Pseudomonas triticicola;Clindamycin
Pseudomonas triticicola;Cycloserine
Pseudomonas triticicola;Dalbavancin
Pseudomonas triticicola;Dirithromycin
Pseudomonas triticicola;Erythromycin
Pseudomonas triticicola;Flurithromycin
Pseudomonas triticicola;Fusidic acid
Pseudomonas triticicola;Gamithromycin
Pseudomonas triticicola;Josamycin
Pseudomonas triticicola;Kitasamycin
Pseudomonas triticicola;Lincomycin
Pseudomonas triticicola;Linezolid
Pseudomonas triticicola;Loracarbef
Pseudomonas triticicola;Meleumycin
Pseudomonas triticicola;Midecamycin
Pseudomonas triticicola;Miocamycin
Pseudomonas triticicola;Nafithromycin
Pseudomonas triticicola;Norvancomycin
Pseudomonas triticicola;Oleandomycin
Pseudomonas triticicola;Oritavancin
Pseudomonas triticicola;Pirlimycin
Pseudomonas triticicola;Pristinamycin
Pseudomonas triticicola;Quinupristin/dalfopristin
Pseudomonas triticicola;Ramoplanin
Pseudomonas triticicola;Rifampicin
Pseudomonas triticicola;Rokitamycin
Pseudomonas triticicola;Roxithromycin
Pseudomonas triticicola;Solithromycin
Pseudomonas triticicola;Spiramycin
Pseudomonas triticicola;Tedizolid
Pseudomonas triticicola;Teicoplanin
Pseudomonas triticicola;Telavancin
Pseudomonas triticicola;Telithromycin
Pseudomonas triticicola;Thiacetazone
Pseudomonas triticicola;Tildipirosin
Pseudomonas triticicola;Tilmicosin
Pseudomonas triticicola;Troleandomycin
